Article,Statut,Prix (€),Prix de vente initial (€),Frais de livraison (€),Suivi par (personnes),Vendus,Lien du produit
"UNKNOWN KYOCERA (U.S. CELLULAR) CLEAN ESN, UNTESTED, PLEASE READ!! 59845",Professionnel,"16,05",N/A,"245,95",0,0,https://www.ebay.fr/itm/186357563194?itmmeta=01J0C5PRBNB8KMT6GWAPZMCM3A&hash=item2b63c6bf3a:g:CXUAAOSwheRl~aVL
VIVO Y83 4G LTE Dual SIM Original 4GB RAM 64GB ROM Android Phone,Professionnel,"70,03","74,50",Livraison gratuite,0,0,https://www.ebay.fr/itm/176368605540?itmmeta=01J0C5PRBN8RTPCZ8WXSBNMMS1&hash=item2910635964:g:XukAAOSwExVhtF8S&var=475885841672
"UT STARCOM COUPE (VERIZON WIRELESS) CLEAN ESN, UNTESTED, PLEASE READ!! 59584",Professionnel,"14,93",N/A,"245,95",0,0,https://www.ebay.fr/itm/186318362927?itmmeta=01J0C5PRBN0D83RRVGTSD9K343&hash=item2b6170992f:g:96AAAOSwMtxl3kts
"Samsung Galaxy 2016 J5 J5108 4G LTE Quad Core 5.2"" 13MP Dual SIM NFC Smartphone",Professionnel,"74,39","79,14",Livraison gratuite,0,0,https://www.ebay.fr/itm/176040181840?itmmeta=01J0C5PRBN0HZMSG2FNMAMMV8P&hash=item28fcd00050:g:LQ0AAOSwls5Y7uo4&var=475485973623
"HUAWEI ASCEND (UNKNOWN CARRIER) CLEAN ESN, UNTESTED, PLEASE READ! 55001",Professionnel,"7,42",N/A,"245,95",0,0,https://www.ebay.fr/itm/175578333854?itmmeta=01J0C5PRBNBRGR34KZJKR9FFW7&hash=item28e148c29e:g:TFEAAOSw8LNjyDe8
Nokia 6303 6303C Classic Mp3 Player 3.15MP Camera 2.2 in Phone Bluetooth,Professionnel,"38,23",N/A,Livraison gratuite,0,0,https://www.ebay.fr/itm/175879091108?itmmeta=01J0C5PRBNYANVVB11VDHV4BRN&hash=item28f335f3a4:g:spMAAOSwIkVflJX2&var=475293182024
"Motorola Moto G Pure XT2163DL (Tracphone), 32GB Blue, New, 6.7"" Display, 13MP",Particulier,"55,61",N/A,"34,22",0,0,https://www.ebay.fr/itm/395310402358?itmmeta=01J0C5PRBNDCWVA4BF2P7S47WX&hash=item5c0a560b36:g:srQAAOSwvBRl9rxW
"V7 VIVO Y75A Y75 4G LTE Original 16.0MP 4GB RAM 32GB ROM Android Phone 5.7""",Professionnel,"62,96","66,98",Livraison gratuite,0,0,https://www.ebay.fr/itm/196384988535?itmmeta=01J0C5PRBNWG8DVTYFD3X60R5W&hash=item2db9751d77:g:fhcAAOSwfwtmN48t&var=496197124659
"Originale Nokia 8210 Cellulare Sbloccato,Originale Plancia,Spedizione Veloce",Professionnel,"105,80",N/A,"12,14",0,0,https://www.ebay.fr/p/28007115761?iid=233294190875&rt=nc
Sony Xperia XA2 Plus Dual SIM H4493 64GB Phone H4413 32GB Single SIM H3413 32GB,Professionnel,"123,48  à 134,07","134,62",Livraison gratuite,0,0,https://www.ebay.fr/itm/276116731339?itmmeta=01J0C5PRBNVJFDQMANHVG9W0A8&hash=item4049d6f5cb:g:4OAAAOSwMzhiZ7Tb&var=578485458298
7 (KF6) 4/64Gb 2SIM 3G / LTE / GPS Black Unlocked,Particulier,"177,72",N/A,Livraison gratuite,0,0,https://www.ebay.fr/itm/285863826924?itmmeta=01J0C5PRBNE853N6K0BQ7R8H6R&hash=item428ecfd5ec:g:OOQAAOSwKUFjcOws
"MOTOROLA VE240 (UNKNOWN CARRIER) CLEAN ESN, UNTESTED, PLEASE READ!! 60550",Professionnel,"18,56",N/A,"245,95",0,0,https://www.ebay.fr/itm/176401509789?itmmeta=01J0C5PRBN5GVFTZMA0S3VAQ2E&hash=item2912596d9d:g:G9kAAOSwlD1mWL-C
HuaWei G610s G610 Cellphone Quad-core 1.2 GHz Android 1GB RAM 4GB ROM 3G,Professionnel,"73,50","77,37",Livraison gratuite,0,0,https://www.ebay.fr/itm/403029770411?itmmeta=01J0C5PRBNG7REGCPMK82ADER1&hash=item5dd67240ab:g:fbYAAOSwqgRZqMLZ&var=673207566735
A600 Unlocked Samsung Galaxy A6 (2018) Android A600F 32GB ROM Phone,Professionnel,"92,40","98,30",Livraison gratuite,0,0,https://www.ebay.fr/itm/266539869426?itmmeta=01J0C5PRBN5DD33VK2VS3RMB92&hash=item3e0f03a4f2:g:gV4AAOSwughhg5H2&var=566312906815
"Sony Xperia Z3v D6708 32GB 3G ROM 3GB RAM Phone 5.2"" CPU Original Quad-core",Professionnel,"82,51",N/A,Livraison gratuite,0,0,https://www.ebay.fr/itm/195874181580?itmmeta=01J0C5PRBNCVNVTD76NSW7JRY7&hash=item2d9b02d1cc:g:gMUAAOSwSlBYz~Ic&var=495712342724
Galaxy Scv49 Full Face,Particulier,"135,74",N/A,"3,96",0,0,https://www.ebay.fr/itm/335435159646?itmmeta=01J0C5PRBNSSG6VAY57V5978ZP&hash=item4e197e585e:g:gJkAAOSwBvtmZ-cQ
Sharp Shv48 Full Face,Particulier,"157,38",N/A,"3,96",0,0,https://www.ebay.fr/itm/235602936568?itmmeta=01J0C5PRBN6S2PYWYEM6HFRTR6&hash=item36db0782f8:g:xygAAOSwgARmZ-cZ
Unlocked WIFI Samsung 335 S3350 Bluetooth Mp3 Mp4 Player Original Mobile Phone,Professionnel,"52,26","55,59",Livraison gratuite,0,0,https://www.ebay.fr/itm/174930827635?itmmeta=01J0C5PRBN7APY3R8QWKSVFQAR&hash=item28bab09973:g:fgEAAOSw1DtXFthL
"Nokia 1.4 Dual SIM 6.52"" 32GB 2GB RAM 8MP Octa-core 4000 mAh Phone By FedEx",Professionnel,"185,07",N/A,"40,07",0,0,https://www.ebay.fr/itm/186176376195?itmmeta=01J0C5PRBNH8QX6Z9ZDHK5TGSV&hash=item2b58fa0d83:g:Ew8AAOSwOUxgVHUK&var=694208978540
"4G LTE VIVO Y17 Dual SIM Android Original 13.0MP 4GB RAM 128GB ROM 6.35"" Phone",Professionnel,"78,74","83,77",Livraison gratuite,0,0,https://www.ebay.fr/itm/145748269777?itmmeta=01J0C5PRBNCDHA1H68PQC3Z6KA&hash=item21ef461ad1:g:MqAAAOSwaK9mKdhI&var=444851766745
Xiaomi Redmi Note 7 Pro 6+128GB 48MP Dual Sim Global version Phone New Sealed,Professionnel,"111,68",N/A,Livraison gratuite,0,0,https://www.ebay.fr/itm/364906624055?itmmeta=01J0C5PRBNGPRMF3Q1TFHBJ5M4&hash=item54f6213437:g:jXsAAOSwzyVmTEcs&amdata=enc%3AAQAJAAAA0E4tx6uKgVZUsJATRGRUYONX1VERIGmhoe4ZuqvqOpw6kUw0DbUXp8BAgwy6OJS7RBnwwC8vYdiFvj3giH%2BJDiz0NDOfOHSgrsCumMYu9iWk5Z7BQV80CJj2nBmhg2FuEhT%2BdbrTUCsEZrYZql2sMd%2BhvZQKrUipmamqOjg6YfD%2B1%2BbFMvHbTnTEprhkWsAoNamxKeahwsN6cFaLZ6v5o92fgddkKqYHkAiZDzFFOqBDcA%2FWy%2BoRKoW1IlvliKD6gDtoP2Xk1wgg74uFwEMDAdk%3D%7Ctkp%3ABFBM9IXbhYNk&var=634492492868
UMIDIGI F3 5G Smartphone 128GB Android 12 Factory Fully Unlocked Network,Professionnel,"167,14","257,15","32,47",0,0,https://www.ebay.fr/itm/285783888045?itmmeta=01J0C5PRBNQD43P66YPV45QEVZ&hash=item428a0c10ad:g:5SYAAOSwpHdjqVJ3&amdata=enc%3AAQAJAAAA0ArEdiaS0616tDZtG39%2B8CMMWS7E79wdHugRfIjR3v21OiFLwTxotink58D8pxOYGO8Cj31qlUeRYgyasIZqgU%2FGi9khX4yRPl%2BQF6xIn6EHl432AjbBLMU2DZ1FbMy2AtvyLnY%2FjEuybnOxJWw6aRzZSmdO4%2BnWDfxdoW4ThO5zumjA4oISJKyZV0iz0d4NxNzR9ND9O4pfdKuyaPuU7E4KRvQJqoNlx559cHEwyKr2%2B7e%2FY1DvkAXKNviMEAyxxaoT%2B9FiOvyh2PFPU62hf%2BQ%3D%7Ctkp%3ABFBM9IXbhYNk&var=587806011116
"Samsung I9502 Galaxy S4 SIV 3G 16GB ROM 2GB RAM Android 13MP Phone 5"" Dual SIM",Professionnel,"62,05","65,32",Livraison gratuite,0,0,https://www.ebay.fr/itm/196199958157?itmmeta=01J0C5Q04RC3763R5EN85FS9AJ&hash=item2dae6dc68d:g:N5YAAOSwBahVbDHs&var=496044301378
Phone Samsung Galaxy J7 V J727V (Verizon) J727P J727A J727T 2GB RAM 16GB ROM,Professionnel,"84,19",N/A,Livraison gratuite,0,0,https://www.ebay.fr/itm/196353279293?itmmeta=01J0C5Q04RBX12XV3EYNKXG4X9&hash=item2db791453d:g:jEwAAOSwPYpiqEwg&var=496173095683
Kyocera QCP 2035a Vintage Phone with Manual & Accessories.,Particulier,"23,20",N/A,"27,43",0,0,https://www.ebay.fr/itm/375386170558?itmmeta=01J0C5Q04RHY3HYJVZGJPG5CAE&hash=item5766c264be:g:JAMAAOSwvqtmJD4e
Unlocked Nokia 3500 Classic 3500C Original 2G GSM 900/1800/1900 Mobile Phone,Professionnel,"37,13",N/A,Livraison gratuite,0,0,https://www.ebay.fr/itm/402564590474?itmmeta=01J0C5Q04R4A62D3QBE62FR39V&hash=item5dbab82b8a:g:27kAAOSwZx9fihDt&var=672841064288
"Sony Xperia Z5 Dual E6633 E6683 Octa-core ROM 32GB RAM 3GB 23MP Original 5.2""",Professionnel,"72,44  à 75,06","79,85",Livraison gratuite,0,0,https://www.ebay.fr/itm/175984928799?itmmeta=01J0C5Q04RF3CWW404HGK35MVC&hash=item28f984e81f:g:z6QAAOSwcUBYVjwG&var=475417756724
"KYOCERA DURATR (SPRINT) CLEAN ESN, WORKS, PLEASE READ! 47048",Professionnel,"7,42",N/A,"245,95",0,0,https://www.ebay.fr/itm/185323436717?itmmeta=01J0C5Q04RC4THXDC2SB2MY6B7&hash=item2b26233aad:g:f0MAAOSw16ZiINit
BLU Win JR W410a,Particulier,"27,76",N/A,"31,82",0,0,https://www.ebay.fr/itm/235058917767?itmmeta=01J0C5Q04RGD55RYXBA7RWY39R&hash=item36ba9a7187:g:g70AAOSwMsxkkjPS
Nouvelle annonceSamsungGalaxy S8 Active AT&T G892A T-Mobile  64GB 4GB RAM smart phone,Professionnel,"138,32",N/A,Livraison gratuite,0,0,https://www.ebay.fr/p/238862127?iid=176422253478&var=475970570967&rt=nc
"UNIMAX U693CL (ASSURANCE WIRELESS) CLEAN ESN, WORKS, PLEASE READ!! 56121",Professionnel,"8,36",N/A,"245,95",0,0,https://www.ebay.fr/itm/185923035594?itmmeta=01J0C5Q04R720NTY58ZAAF6M91&hash=item2b49e061ca:g:~bwAAOSwvslkeQs-
Kyocera Hydro Vibe (Unknown Carrier) Clean ESN. DEAD! PLEASE READ! #17011,Professionnel,"7,42",N/A,"245,95",0,0,https://www.ebay.fr/itm/183766987906?itmmeta=01J0C5Q04RKP28Q648H02NG807&hash=item2ac95db482:g:kkUAAOSwBjdaCyKV
14 3/16GB 3G / LTE / GPS Black Unlocked,Particulier,"133,70",N/A,Livraison gratuite,0,0,https://www.ebay.fr/itm/285871724287?itmmeta=01J0C5Q04RTTBQPGC9FFW5REQY&hash=item428f4856ff:g:xZYAAOSw~kRkPTXb
Original Nokia 5233 3.2 inch Touchscreen Java WAP Video Unlocked Cell Phone,Professionnel,"38,05",N/A,Livraison gratuite,0,0,https://www.ebay.fr/p/22065004324?iid=174495171083&var=473691774009&rt=nc
350.Samsung SGH-S390G Very Rare - For Collectors - Tracfone,Particulier,"13,92",N/A,"33,60",0,0,https://www.ebay.fr/itm/266262658185?itmmeta=01J0C5Q04RXTH3A098650QY1Y6&hash=item3dfe7dbc89:g:St0AAOSwtKZkZjfT
"Samsung Galaxy A03s 6.5"" HD+ Tracfone W/1500 Min/Text/Data & 1 YR Serv",Particulier,"111,17",N/A,"30,52",0,0,https://www.ebay.fr/itm/276324122925?itmmeta=01J0C5Q04RT6NEB38YHCEZAZBA&hash=item405633812d:g:ICkAAOSwaMdlw86L
Samsung Galaxy Xcover 4s G398 SM-G398FN/DS 3GB 32GB ROM Phone Dual SIM Android,Professionnel,"83,85","89,20",Livraison gratuite,0,0,https://www.ebay.fr/itm/266638067904?itmmeta=01J0C5Q04RFF6J03EJFNJHEVGK&hash=item3e14de08c0:g:ZXkAAOSwW0VgeDQi
VIVO Y71 4G LTE Dual SIM 4GB RAM 32GB ROM Android Original Phone,Professionnel,"62,35","66,33",Livraison gratuite,0,0,https://www.ebay.fr/itm/355697747684?itmmeta=01J0C5Q04RDEMYM2EYBT07VWZA&hash=item52d13ce6e4:g:30EAAOSw-nNhtEcD&var=624792755857
"V7 VIVO Y75A Y75 4G LTE 16.0MP Original 4GB RAM 32GB ROM 5.7"" Android Phone",Professionnel,"67,48",N/A,Livraison gratuite,0,0,https://www.ebay.fr/itm/276461245581?itmmeta=01J0C5Q04R7NVPHSWC9BYV4E22&hash=item405e5fd48d:g:fhcAAOSwfwtmN48t&var=579018538518
"ZTE SONATA 3 - (CRICKET WIRELESS) CLEAN ESN, UNTESTED, PLEASE READ!! 38330",Professionnel,"7,42",N/A,"245,95",0,0,https://www.ebay.fr/itm/184430929925?itmmeta=01J0C5Q04RJE4VT5KA6DMRYS5V&hash=item2af0f0a805:g:0IAAAOSwIAxfUQDy
S51 4/64Gb 3G / LTE Orange Unlocked,Particulier,"177,72",N/A,Livraison gratuite,0,0,https://www.ebay.fr/itm/285871724274?itmmeta=01J0C5Q04RJBTCA1Q7N1Q9BBER&hash=item428f4856f2:g:vuQAAOSweU5jg3Gm
N915A Samsung Galaxy Note Edge SM-N915A Unlocked 32GB ROM AT&T Phone,Professionnel,"96,38","102,54",Livraison gratuite,0,0,https://www.ebay.fr/p/632700223?iid=355320119754&var=624514929457&rt=nc
11 4/64GB 3G / LTE / GPS Star Blue Unlocked,Particulier,"177,72",N/A,Livraison gratuite,0,0,https://www.ebay.fr/itm/285869970245?itmmeta=01J0C5Q04RSY0KXKWHH8WNBD1W&hash=item428f2d9345:g:2BEAAOSw4~xjblNC
HTC Desire 12s noir minuit déverrouillé 13 mégapixels avant et arrière - double SIM-NFC-Smartphone,Professionnel,"402,96",N/A,"23,69",0,0,https://www.ebay.fr/p/6034690136?iid=185875333362&rt=nc
Original Samsung Galaxy MEGA 2 SM-G750A AT&T LTE 16GB ROM 4G 1.2GB RAM Cellphone,Professionnel,"63,93","68,00",Livraison gratuite,0,0,https://www.ebay.fr/itm/176166916722?itmmeta=01J0C5Q04R6F6N0K7RDEAWWD95&hash=item29045dd272:g:PnEAAOSwls5Y7Iej&var=475616830796
S35T 3/64GB 3G / LTE Black Unlocked,Particulier,"147,79",N/A,Livraison gratuite,0,0,https://www.ebay.fr/itm/285869970260?itmmeta=01J0C5Q04RMHS06RPWT3NJCVKY&hash=item428f2d9354:g:A7cAAOSwkwJjaQ44
23MP Sony Xperia XA2 Ultra Dual SIM H4233 64GB H3213 32GB Single SIM Unlocked,Professionnel,"106,48  à 123,06","130,91",Livraison gratuite,0,0,https://www.ebay.fr/itm/175984825321?itmmeta=01J0C5Q04RAACNFYTQDTGW5QWY&hash=item28f98353e9:g:JGEAAOSwQCtlAbhB&var=475417539390
Nouvelle annonceTCL REVVL 4+ 5062Z Metro PCS Unlocked 64GB Black Very Good,"Free Shipping, Free 30 Day Returns","55,69",N/A,"28,57",0,0,https://www.ebay.fr/itm/196443564233?itmmeta=01J0C5Q04RMGVB7VES42FN1S8Y&hash=item2dbcf2e8c9:g:q6EAAOSwlyNma8ll
Android Samsung Galaxy J2 Duos with dual-SIM J200F J200G 4G 5MP Mobile Phone,Professionnel,"64,79","68,93",Livraison gratuite,0,0,https://www.ebay.fr/itm/176048415482?itmmeta=01J0C5Q04R016SYN4RS6APM9ED&hash=item28fd4da2fa:g:v88AAOSwLQ5gf-23&var=475494891322
M5 6/128GB 3G / LTE / GPS Black Unlocked,Particulier,"231,02",N/A,Livraison gratuite,0,0,https://www.ebay.fr/itm/285869970247?itmmeta=01J0C5Q04RX5FNYY9YRJ2FZESS&hash=item428f2d9347:g:K6cAAOSwemNjTVrM
"UNKNOWN MOTOROLA (UNKNOWN CARRIER) UNKNOWN ESN, WORKS, PLEASE READ!! 60505",Professionnel,"46,41",N/A,"245,95",0,0,https://www.ebay.fr/itm/176400078924?itmmeta=01J0C5Q04R8H0V2HH0H3A4B7BA&hash=item291243984c:g:o0cAAOSwLZVmV2Sz
(Motorola) T-Mobile REVVLRY+ (XT1965-T) 64GB (T-Mobile) - CRACKED - Clean IMEI,Professionnel,"23,20",N/A,"27,43",0,0,https://www.ebay.fr/itm/145247321571?itmmeta=01J0C5Q04RGSHBMCMEKFAHKRC7&hash=item21d16a3de3:g:5gsAAOSwoNxk3RDv
Elegante Orologio Donna Geneva Swarovski Originale Quarzo Moderno Bracciale,Particulier,"16,90",N/A,"15,00",0,0,https://www.ebay.fr/itm/254853866157?itmmeta=01J0C5Q04RYGHD5AMSA04CDZYX&hash=item3b567962ad:g:bbwAAOSwUldgGZA8
2 (LE7n) 4/64GB 3G / LTE / GPS Black Unlocked,Particulier,"177,72",N/A,Livraison gratuite,0,0,https://www.ebay.fr/itm/285863826935?itmmeta=01J0C5Q04RRQ2CE8BAVBQ0V36K&hash=item428ecfd5f7:g:vwcAAOSwPAJjle-n
New Motorola r750 Rugged Vintage Phone-As Is,Particulier,"69,63",N/A,"49,48",0,0,https://www.ebay.fr/itm/185233057637?itmmeta=01J0C5Q04SRKBJT57RA7PC3E6P&hash=item2b20c02765:g:ouUAAOSwlX1hibGS
"New In Box  AT&T Calypso 16GB  5.5"" Display Chameleon Blue Prepaid Phone",Particulier,"25,06",N/A,"39,52",0,0,https://www.ebay.fr/p/19043813402?iid=364855437447&rt=nc
Sony Xperia XA2 Plus Dual SIM H4493 64GB H3413 32GB H4413 32GB Single SIM Phone,Professionnel,"122,75  à 133,22","135,23",Livraison gratuite,0,0,https://www.ebay.fr/itm/145376927899?itmmeta=01J0C5Q04SNGFPKTTVZK0QJ00Z&hash=item21d923e09b:g:4OAAAOSwMzhiZ7Tb&var=444566638404
Oppo Cph2353 Smartphone,Particulier,"265,59",N/A,"3,96",0,0,https://www.ebay.fr/itm/335435159774?itmmeta=01J0C5Q04SXN9Z9Y20JPZAZCD8&hash=item4e197e58de:g:KRoAAOSw-qJmZ-bi
11E 5G 4/128GB 3G / LTE / GPS Blue Unlocked,Particulier,"197,46",N/A,Livraison gratuite,0,0,https://www.ebay.fr/itm/285869970239?itmmeta=01J0C5Q04SK1YAW0DGSJB4BAK0&hash=item428f2d933f:g:hcYAAOSwAENjX9n5
Torcia Led XML-T6 SUPER POTENTE Luce Bianca Lunga Distanza 2 Batterie 18650,Professionnel,"59,90",N/A,"18,00",0,0,https://www.ebay.fr/itm/253469673588?itmmeta=01J0C5Q04SS10XXGX7Z63VHJW6&hash=item3b03f84874:g:sBIAAOSwZVhWSHul
"LG XPRESSION (AT&T) CLEAN ESN, WORKS, PLEASE READ!! 58858",Professionnel,"41,67",N/A,"245,95",0,0,https://www.ebay.fr/itm/176151985352?itmmeta=01J0C5Q04S7EK8V07SZ2VVN7MP&hash=item290379fcc8:g:f2kAAOSwgm5lla56
For Motorola Moto G Stylus 2021 5G Shockproof Full Case Cover/Screen Protector,Professionnel,"12,34","12,99","27,05",0,0,https://www.ebay.fr/itm/176004164318?itmmeta=01J0C5Q04SMFEF40AHGZTPMQ44&hash=item28faaa6ade:g:boEAAOSw2bRlQvWg
"ALCATEL MYFLIP (UNKNOWN CARRIER) CLEAN ESN, WORKS, PLEASE READ!! 58493",Professionnel,"19,37",N/A,"245,95",0,0,https://www.ebay.fr/itm/176080879558?itmmeta=01J0C5Q04SVX0VFWV8YE6ZA2SB&hash=item28ff3cffc6:g:pskAAOSw80Vlb4yo
12 4/128GB 3G / LTE / GPS Black Unlocked,Particulier,"217,20",N/A,Livraison gratuite,0,0,https://www.ebay.fr/itm/285876812396?itmmeta=01J0C5Q04SM8EYWATT33NYDY5N&hash=item428f95fa6c:g:gb4AAOSwtlBjpcw3
Sony Xperia 1 XZ4 Single SIM J8170 J8110 Phone 6GB RAM 128GB ROM,Professionnel,"196,43","208,96",Livraison gratuite,0,0,https://www.ebay.fr/itm/325855952687?itmmeta=01J0C5Q04SJ7Y6JXD1T43FNJKJ&hash=item4bde873f2f:g:S6UAAOSw8aVheADQ&var=514898998795
"2680S Nokia 2680 slide 2G GSM 900 1800 Bluetooth Unlocked Slide Phone 1.8""",Professionnel,"44,83",N/A,Livraison gratuite,0,0,https://www.ebay.fr/itm/174731601769?itmmeta=01J0C5Q04SRXMSY2AEJSVMSX2W&hash=item28aed0a769:g:T4gAAOSwYrVgcVeN
TCL ION Z  32GB US Cellular Prepaid -  Brand New Sealed,Professionnel,"39,81",N/A,"28,02",0,0,https://www.ebay.fr/itm/125777303461?itmmeta=01J0C5Q04SGX6S73MEB3T7R2QP&hash=item1d48e957a5:g:a5sAAOSwzsJj77aa
Samsung Galaxy A5 SM-A500F 16GB Original 4G LTE 5.0'' Quad-Core 13MP Android,Professionnel,"79,91",N/A,Livraison gratuite,0,0,https://www.ebay.fr/p/208522105?iid=196167874558&var=496011041389&rt=nc
4G Samsung Galaxy J2 Duos with dual-SIM J200F J200G 5MP Mobile Phone Android,Professionnel,"68,77",N/A,Livraison gratuite,0,0,https://www.ebay.fr/itm/196157882744?itmmeta=01J0C5Q04S65THAM66K9NG87K4&hash=item2dabebc178:g:v88AAOSwLQ5gf-23&var=496004689977
"4G LTE LG G6 H870(Europe) 32GB 4GB RAM H870DS Dual SIM 64GB 4GB RAM Phone 5.7""",Professionnel,"104,94  à 111,92","119,06",Livraison gratuite,0,0,https://www.ebay.fr/p/14007397444?iid=175904486390&var=475325695167&rt=nc
LG T300 Cookie Lite White/Orange GSM Unlocked International Version EUC READ DES,Professionnel,"37,13",N/A,"27,92",0,0,https://www.ebay.fr/itm/284610813131?itmmeta=01J0C5Q04S0X0Z9W84STDQ7RVR&hash=item4244205ccb:g:Lw0AAOSwATxh41q~
"LG REBEL - (UNKNOWN CARRIER) CLEAN ESN, UNTESTED, PLEASE READ!! 33678",Professionnel,"7,42",N/A,"245,95",0,0,https://www.ebay.fr/itm/184061679871?itmmeta=01J0C5Q04SKHBGFZKBS0XZSMZ0&hash=item2adaee58ff:g:KN0AAOSwRiJd4Zpz
Asus Zb631Kl Smartphone,Particulier,"211,48",N/A,"3,96",0,0,https://www.ebay.fr/itm/235602936503?itmmeta=01J0C5Q04SJEK34XY3W41PK369&hash=item36db0782b7:g:-VAAAOSw9OdmZ-eA
"Nokia 3.2 (RAM 2GB, 16GB) 6.26""Display (13MP Camera)  Dual SIM GoogleplayPhone",Professionnel,"176,39",N/A,"26,92",3,0,https://www.ebay.fr/itm/174700874115?itmmeta=01J0C5Q04SNHA7B1MJ6QGM3HB3&hash=item28acfbc983:g:y2kAAOSwXW9gWdHz
"Android CellphoneOnePlus 5T Dual SIM 4G LTE Octa-core 6.01"" 64GB / 128GB ROM ",Professionnel,"125,02  à 130,59",N/A,Livraison gratuite,0,0,https://www.ebay.fr/itm/364538099327?itmmeta=01J0C5Q04SX1HZXVAT70VYWNXG&hash=item54e029f67f:g:1uIAAOSwnyNdDP7W&var=634044952959
Samsung Galaxy A8 (2018) Duos with dual-SIM A530F/DS Phone 4GB 32GB ROM Android,Professionnel,"95,11","101,18",Livraison gratuite,0,0,https://www.ebay.fr/itm/256320753130?itmmeta=01J0C5Q04SWJP6Q9PNRSSMYCNW&hash=item3bade84dea:g:oyEAAOSwOtRgeDDM&var=556367812185
"HTC Desire 320 D320h, Does not turn on or Charge - Not working Faulty",Particulier,"27,74",N/A,"27,74",0,0,https://www.ebay.fr/itm/194999551276?itmmeta=01J0C5Q04SJPY8HEDMAEXN0C62&hash=item2d66e1052c:g:G7gAAOSws~piZLSp
'The Red Ring' by Studio 68,Professionnel,"153,18",N/A,"57,98",0,0,https://www.ebay.fr/itm/276438478945?itmmeta=01J0C5Q04SWFM1PN6SFM2T56KF&hash=item405d047061:g:XWUAAOSwJDpmKWq~
doro 7010 Handy weiB (US IMPORT) ACC NEU,Professionnel,"151,67",N/A,"2,99",0,0,https://www.ebay.fr/p/4034916514?iid=116132207780&rt=nc
Alcatel Onetouch A206G Tracfone,Particulier,"25,07",N/A,"31,65",0,0,https://www.ebay.fr/itm/355210147974?itmmeta=01J0C5Q04SGGDRW772V0HK0TMA&hash=item52b42cb886:g:xusAAOSwLtFlWkPn
"NEC TERRAIN (AT&T) CLEAN ESN, UNTESTED, PLEASE READ!! 60340",Professionnel,"37,13",N/A,"245,95",0,0,https://www.ebay.fr/itm/176376558103?itmmeta=01J0C5Q04S0QJ507MZQRT7DXQD&hash=item2910dcb217:g:0BcAAOSw7Z5mQnja&amdata=enc%3AAQAJAAAA0CEcpHv8zVhLM22Om1%2BltEIB98G2aofwIxG3q7l%2F4OJEtrxqwM9T0p382Lm0xpc2b%2BaPsjsJklEF1BDsSg3EKs0zxabO5s%2BZ7YpzC81sUY6D909M4N%2BL08xzP2p6dC%2FYGislASxXNXiapnyiAAjpoEp5oVjSoBjUKMQRw3F46N0xnoChsQjlIHuRcu6fFGPM8a%2FxdC0M7bi%2FSK3n1p%2BqchH9OxTmYaZhTS1SC7Z6ZlJJEkyFEpyMzt3lTrFM1BxseaouAjEMs7p86vLLjc4jMHM%3D%7Ctkp%3ABFBMwILchYNk
"6.6"" Inch 4G Smartphone Tomem Android 11 3MP Triple Camera 4GB+128GB",Professionnel,"244,73",N/A,"24,66",0,0,https://www.ebay.fr/itm/203963580042?itmmeta=01J0C5Q04SRYTS4KEFTWK13ZVT&hash=item2f7d2d3e8a:g:3AAAAOSw4xRilrCo&amdata=enc%3AAQAJAAAA0IVcHWA7acjljsuPrYeJoel9OxyzXPQpOV49O3%2B2deUcPwtc3Tgix9bN8R%2FAbrLrwDoOqHtAXD82n3vZhlQF6XgZD2SZeh3S2jx%2BmKWr7QIyUHhTKpEa075xUSfgDI0Vy6eXSLHmSiSp3ac19v0%2BdDaeOF7ce22vtcG3MNjtR4uQq5Nn9ObvjszmwrYk1MZWpv5Ygi2aNg1XITsefiq0iJ9fZwN5VKf4I0PxscNohmEfBV%2B5dT3wKbsCfiKrLIIE2yowiJhwt5ZAjEorFrL%2FD7Q%3D%7Ctkp%3ABFBMwILchYNk&var=504412473841
Apple Mhgq3J/A Iphone,Particulier,"298,06",N/A,"3,96",0,0,https://www.ebay.fr/itm/235602936542?itmmeta=01J0C5Q7Z29XDT173MAF4VGDMZ&hash=item36db0782de:g:pZMAAOSwYVVmZ-cz
"KAZUNA ETALK (VERIZON WIRELESS) CLEAN ESN, UNTESTED, PLEASE READ!! 60579",Professionnel,"18,56",N/A,"245,95",0,0,https://www.ebay.fr/itm/186474082396?itmmeta=01J0C5Q7Z2YNXQGKP04N3TMHQK&hash=item2b6ab8b05c:g:geQAAOSwUHZmXdaT
"LG K4 (UNKNOWN CARRIER) CLEAN ESN, UNTESTED, PLEASE READ! 55051",Professionnel,"7,42",N/A,"245,95",0,0,https://www.ebay.fr/itm/185751892184?itmmeta=01J0C5Q7Z23EBTHGHNDSQ45RPT&hash=item2b3facf0d8:g:I~EAAOSwi-5j0tsu
Nokia C3-01 GPRS WIFI Bluetooth 5MP 3G 2.4 English/Russian/Arabic Keyboard Phone,Professionnel,"59,08","62,19",Livraison gratuite,0,0,https://www.ebay.fr/itm/402538736154?itmmeta=01J0C5Q7Z29H5V6PNCGJT33KH3&hash=item5db92daa1a:g:or8AAOSwMFhfk~rk&var=672787752751
